id_student,code_module,code_presentation,gender,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,site_count,CMA,TMA,Exam,final_result
549792,FFF,2013B,M,HE Qualification,70-80%,0-35,False,0,90,245.0,75.3,63.0,,Withdrawn
549825,FFF,2013B,M,A Level or Equivalent,60-70%,0-35,False,0,60,345.0,71.0,45.6,,Pass
549898,FFF,2013B,M,Lower Than A Level,Unknown,0-35,False,0,60,667.0,82.42857142857143,78.4,,Pass
549904,FFF,2013B,F,Lower Than A Level,0-10%,0-35,False,0,120,2.0,,,,Fail
550024,FFF,2013B,M,Lower Than A Level,20-30%,35-55,False,0,60,611.0,,61.0,,Withdrawn
550026,FFF,2013B,F,A Level or Equivalent,50-60%,0-35,False,0,60,232.0,86.28571428571429,92.0,,Pass
550095,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,60,79.0,,38.0,,Fail
550123,FFF,2013B,M,Lower Than A Level,80-90%,35-55,False,0,60,789.0,73.28571428571429,83.4,,Pass
550246,FFF,2013B,M,Lower Than A Level,80-90%,35-55,False,0,120,141.0,,72.0,,Withdrawn
550272,FFF,2013B,M,A Level or Equivalent,80-90%,0-35,False,0,60,552.0,75.85714285714286,88.8,,Pass
550287,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,60,991.0,82.42857142857143,81.8,,Pass
550377,FFF,2013B,M,Lower Than A Level,80-90%,0-35,False,0,60,236.0,,,,Withdrawn
550435,FFF,2013B,M,A Level or Equivalent,90-100%,0-35,False,0,120,440.0,52.333333333333336,57.75,,Fail
550470,FFF,2013B,M,A Level or Equivalent,90-100%,0-35,False,0,60,1444.0,75.42857142857143,86.4,,Distinction
550495,FFF,2013B,M,Lower Than A Level,70-80%,35-55,False,0,60,1150.0,85.71428571428571,93.0,,Distinction
550610,FFF,2013B,M,Lower Than A Level,90-100%,0-35,False,0,60,10.0,,,,Withdrawn
550617,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,True,0,120,103.0,,76.0,,Fail
550651,FFF,2013B,M,Lower Than A Level,10-20%,35-55,False,0,60,727.0,71.57142857142857,85.0,,Pass
550736,FFF,2013B,M,A Level or Equivalent,60-70%,0-35,False,0,60,1148.0,85.0,66.4,,Pass
550763,FFF,2013B,M,A Level or Equivalent,50-60%,35-55,False,0,60,1507.0,70.42857142857143,93.2,,Distinction
550787,FFF,2013B,F,A Level or Equivalent,0-10%,0-35,False,0,60,767.0,64.28571428571429,58.0,,Fail
550792,FFF,2013B,F,Lower Than A Level,50-60%,0-35,False,0,120,1869.0,61.285714285714285,40.0,,Fail
550797,FFF,2013B,F,A Level or Equivalent,0-10%,0-35,False,0,60,884.0,76.57142857142857,90.25,,Pass
550802,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,60,331.0,80.71428571428571,91.66666666666667,,Pass
550813,FFF,2013B,M,A Level or Equivalent,Unknown,35-55,False,0,90,439.0,88.71428571428571,76.0,,Pass
550853,FFF,2013B,M,Lower Than A Level,20-30%,35-55,True,0,60,1143.0,80.42857142857143,86.75,,Pass
550866,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,120,329.0,88.0,63.333333333333336,,Fail
550909,FFF,2013B,M,Lower Than A Level,70-80%,0-35,False,0,90,370.0,,66.66666666666667,,Fail
550933,FFF,2013B,M,A Level or Equivalent,70-80%,35-55,False,0,60,695.0,88.28571428571429,87.8,,Pass
550961,FFF,2013B,M,A Level or Equivalent,30-40%,0-35,False,0,90,170.0,,68.75,,Fail
551027,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,60,1200.0,77.28571428571429,91.2,,Pass
551052,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,90,105.0,,82.0,,Withdrawn
551058,FFF,2013B,M,HE Qualification,10-20%,0-35,False,0,90,1079.0,71.71428571428571,69.4,,Pass
551061,FFF,2013B,M,A Level or Equivalent,80-90%,0-35,False,0,60,117.0,,43.333333333333336,,Fail
551134,FFF,2013B,F,Lower Than A Level,0-10%,0-35,False,0,60,135.0,,,,Withdrawn
551137,FFF,2013B,M,Lower Than A Level,0-10%,35-55,False,0,60,16.0,,,,Withdrawn
551142,FFF,2013B,M,Lower Than A Level,30-40%,35-55,True,0,60,551.0,66.33333333333333,56.0,,Withdrawn
551156,FFF,2013B,M,Lower Than A Level,10-20%,0-35,False,0,90,1.0,,,,Withdrawn
551190,FFF,2013B,M,A Level or Equivalent,0-10%,35-55,False,0,60,28.0,,,,Fail
551212,FFF,2013B,M,A Level or Equivalent,90-100%,0-35,False,0,60,864.0,86.14285714285714,89.4,,Distinction
551258,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,60,653.0,84.57142857142857,86.2,,Pass
551287,FFF,2013B,M,A Level or Equivalent,0-10%,0-35,False,0,60,138.0,,76.0,,Fail
551311,FFF,2013B,M,Lower Than A Level,10-20%,0-35,False,0,60,684.0,87.85714285714286,88.8,,Pass
551397,FFF,2013B,M,A Level or Equivalent,50-60%,0-35,False,0,60,1413.0,95.18181818181819,88.11111111111111,66.0,Pass
551482,FFF,2013B,M,HE Qualification,70-80%,35-55,False,0,60,6.0,,,,Fail
551492,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,90,,,,,Withdrawn
551495,FFF,2013B,M,Lower Than A Level,10-20%,0-35,False,0,60,407.0,73.14285714285714,50.4,,Fail
551528,FFF,2013B,M,Lower Than A Level,Unknown,0-35,False,0,60,550.0,53.0,76.0,,Withdrawn
551583,FFF,2013B,M,HE Qualification,50-60%,0-35,False,0,60,709.0,65.71428571428571,77.8,,Pass
551602,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,120,638.0,71.14285714285714,65.0,,Pass
551688,FFF,2013B,M,Lower Than A Level,30-40%,0-35,False,0,60,373.0,67.57142857142857,56.2,,Fail
551730,FFF,2013B,M,A Level or Equivalent,30-40%,0-35,False,0,60,272.0,62.0,54.0,,Fail
551764,FFF,2013B,M,Lower Than A Level,70-80%,0-35,False,0,120,42.0,,,,Withdrawn
551791,FFF,2013B,M,A Level or Equivalent,30-40%,0-35,False,0,60,527.0,84.66666666666667,78.0,,Pass
551796,FFF,2013B,F,A Level or Equivalent,20-30%,0-35,False,0,60,867.0,77.28571428571429,91.6,,Pass
551805,FFF,2013B,M,Lower Than A Level,20-30%,0-35,False,0,120,440.0,84.14285714285714,72.6,,Pass
552041,FFF,2013B,M,No Formal quals,60-70%,0-35,False,0,90,,,,,Withdrawn
552057,FFF,2013B,M,A Level or Equivalent,30-40%,0-35,False,0,60,171.0,,89.0,,Fail
552142,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,120,381.0,61.285714285714285,62.25,,Pass
552228,FFF,2013B,M,Lower Than A Level,40-50%,35-55,False,0,120,,,,,Fail
552284,FFF,2013B,M,A Level or Equivalent,80-90%,0-35,False,0,60,48.0,74.625,64.83333333333333,,Withdrawn
552320,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,60,341.0,77.14285714285714,69.25,,Pass
552374,FFF,2013B,M,Lower Than A Level,80-90%,0-35,True,0,60,454.0,68.14285714285714,79.2,,Pass
552395,FFF,2013B,M,A Level or Equivalent,0-10%,0-35,True,0,60,592.0,61.142857142857146,83.6,,Withdrawn
552450,FFF,2013B,M,Lower Than A Level,0-10%,35-55,False,0,120,653.0,85.42857142857143,55.6,,Fail
552491,FFF,2013B,F,Lower Than A Level,30-40%,0-35,False,0,60,798.0,77.57142857142857,82.6,,Pass
552560,FFF,2013B,M,HE Qualification,40-50%,0-35,False,0,120,69.0,,69.0,,Fail
552567,FFF,2013B,M,A Level or Equivalent,0-10%,0-35,False,0,120,127.0,76.0,62.666666666666664,,Fail
552580,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,60,112.0,,45.0,,Withdrawn
552614,FFF,2013B,M,A Level or Equivalent,30-40%,0-35,False,0,60,,,,,Withdrawn
552648,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,90,616.0,61.785714285714285,81.0,,Fail
552708,FFF,2013B,M,A Level or Equivalent,0-10%,0-35,False,0,90,902.0,93.57142857142857,90.2,,Distinction
552721,FFF,2013B,M,Lower Than A Level,90-100%,0-35,False,0,60,484.0,88.42857142857143,90.4,,Pass
552740,FFF,2013B,F,A Level or Equivalent,40-50%,0-35,False,0,90,173.0,,47.0,,Withdrawn
552834,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,60,459.0,,66.75,,Fail
552987,FFF,2013B,M,HE Qualification,10-20%,35-55,False,0,60,1100.0,69.42857142857143,82.8,,Pass
553017,FFF,2013B,M,Lower Than A Level,20-30%,35-55,False,0,60,569.0,82.42857142857143,74.4,,Fail
553100,FFF,2013B,M,Lower Than A Level,20-30%,0-35,False,0,60,803.0,79.0,92.2,,Pass
553104,FFF,2013B,M,Lower Than A Level,60-70%,0-35,False,0,120,575.0,71.71428571428571,74.0,,Pass
553131,FFF,2013B,M,Lower Than A Level,0-10%,35-55,False,0,60,,,,,Fail
553155,FFF,2013B,M,HE Qualification,80-90%,35-55,False,0,90,693.0,89.0,88.2,,Distinction
553220,FFF,2013B,M,A Level or Equivalent,30-40%,35-55,False,0,60,840.0,87.71428571428571,90.2,,Distinction
553240,FFF,2013B,F,A Level or Equivalent,20-30%,0-35,False,0,60,,,,,Withdrawn
553262,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,60,2565.0,94.14285714285714,89.6,,Pass
553325,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,60,908.0,86.85714285714286,82.75,,Fail
553404,FFF,2013B,M,Lower Than A Level,20-30%,0-35,False,0,120,60.0,,90.0,,Withdrawn
553425,FFF,2013B,M,A Level or Equivalent,90-100%,35-55,False,0,60,431.0,84.28571428571429,75.8,,Pass
553500,FFF,2013B,M,A Level or Equivalent,50-60%,0-35,False,0,60,925.0,90.42857142857143,78.4,,Pass
553528,FFF,2013B,F,Lower Than A Level,20-30%,0-35,False,0,60,678.0,11.0,49.6,,Fail
553631,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,90,,,,,Withdrawn
553649,FFF,2013B,M,A Level or Equivalent,Unknown,0-35,False,0,60,808.0,84.28571428571429,90.8,,Pass
553655,FFF,2013B,F,A Level or Equivalent,50-60%,0-35,False,0,60,730.0,82.36363636363636,76.33333333333333,84.0,Pass
553727,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,90,510.0,74.0,81.2,,Fail
553781,FFF,2013B,F,A Level or Equivalent,50-60%,0-35,False,0,60,1438.0,75.71428571428571,75.8,,Pass
553813,FFF,2013B,M,Lower Than A Level,40-50%,0-35,False,0,60,384.0,74.75,81.875,,Fail
553831,FFF,2013B,F,Lower Than A Level,30-40%,0-35,False,0,120,1113.0,77.28571428571429,83.2,,Pass
553834,FFF,2013B,F,Lower Than A Level,20-30%,0-35,True,0,60,358.0,,77.0,,Withdrawn
553841,FFF,2013B,M,A Level or Equivalent,80-90%,35-55,False,0,60,133.0,,82.0,,Fail
553878,FFF,2013B,M,Lower Than A Level,70-80%,0-35,False,0,60,429.0,81.0,83.2,,Pass
553963,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,120,779.0,55.142857142857146,69.4,,Fail
554038,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,120,880.0,85.14285714285714,66.2,,Fail
554044,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,60,788.0,83.57142857142857,86.2,,Pass
554045,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,60,91.0,,72.0,,Withdrawn
554152,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,True,0,60,47.0,,,,Withdrawn
554166,FFF,2013B,M,A Level or Equivalent,0-10%,0-35,False,0,120,254.0,61.142857142857146,54.4,,Fail
554236,FFF,2013B,M,HE Qualification,50-60%,0-35,False,0,60,811.0,92.85714285714286,80.8,,Pass
554256,FFF,2013B,M,A Level or Equivalent,40-50%,0-35,False,0,60,496.0,71.57142857142857,53.0,,Fail
554289,FFF,2013B,M,HE Qualification,80-90%,0-35,False,0,60,661.0,92.42857142857143,93.0,,Pass
554331,FFF,2013B,M,Lower Than A Level,90-100%,35-55,False,0,60,1197.0,81.57142857142857,84.6,,Pass
554365,FFF,2013B,M,Lower Than A Level,60-70%,0-35,False,0,120,159.0,68.0,78.0,,Withdrawn
554372,FFF,2013B,M,Lower Than A Level,70-80%,0-35,False,0,60,1577.0,87.71428571428571,81.8,,Pass
554435,FFF,2013B,F,A Level or Equivalent,50-60%,0-35,False,0,90,820.0,76.71428571428571,65.2,,Fail
554476,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,60,898.0,84.57142857142857,82.6,,Pass
554558,FFF,2013B,M,Lower Than A Level,40-50%,0-35,False,0,60,1678.0,95.57142857142857,96.2,,Distinction
554592,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,60,1228.0,81.14285714285714,87.4,,Pass
554620,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,True,0,70,533.0,82.28571428571429,85.2,,Pass
554664,FFF,2013B,M,Lower Than A Level,30-40%,0-35,False,0,120,625.0,78.57142857142857,80.4,,Pass
554748,FFF,2013B,M,Lower Than A Level,30-40%,0-35,True,0,60,1498.0,84.71428571428571,92.2,,Pass
554761,FFF,2013B,M,A Level or Equivalent,20-30%,35-55,False,0,60,478.0,75.0,83.44444444444444,36.0,Pass
554813,FFF,2013B,M,A Level or Equivalent,90-100%,0-35,False,0,60,1119.0,82.57142857142857,84.0,,Pass
554852,FFF,2013B,M,A Level or Equivalent,70-80%,35-55,False,0,90,1403.0,96.14285714285714,78.2,,Pass
554888,FFF,2013B,F,HE Qualification,Unknown,0-35,False,0,60,131.0,,,,Withdrawn
554908,FFF,2013B,M,A Level or Equivalent,40-50%,35-55,False,0,60,1075.0,76.71428571428571,88.0,,Distinction
554919,FFF,2013B,M,A Level or Equivalent,80-90%,0-35,True,0,60,609.0,,77.0,,Withdrawn
554923,FFF,2013B,M,A Level or Equivalent,60-70%,0-35,False,0,60,441.0,60.0,62.0,,Fail
554940,FFF,2013B,M,A Level or Equivalent,30-40%,0-35,False,0,60,612.0,67.0,77.6,,Fail
554946,FFF,2013B,M,A Level or Equivalent,80-90%,0-35,False,0,60,109.0,,,,Fail
555110,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,120,,,,,Withdrawn
555144,FFF,2013B,M,Lower Than A Level,50-60%,35-55,False,0,120,826.0,75.0,70.4,,Pass
555148,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,60,35.0,,,,Withdrawn
555168,FFF,2013B,M,A Level or Equivalent,30-40%,0-35,False,0,60,19.0,,,,Withdrawn
555178,FFF,2013B,M,Lower Than A Level,90-100%,0-35,False,0,60,1.0,,,,Withdrawn
555250,FFF,2013B,M,Lower Than A Level,10-20%,0-35,False,0,150,517.0,81.57142857142857,72.6,,Pass
555349,FFF,2013B,M,Lower Than A Level,40-50%,0-35,False,0,60,439.0,88.0,83.6,,Fail
555444,FFF,2013B,M,HE Qualification,20-30%,0-35,False,0,60,1035.0,71.28571428571429,73.75,,Pass
555503,FFF,2013B,M,HE Qualification,10-20%,0-35,False,0,60,933.0,79.85714285714286,81.2,,Pass
555539,FFF,2013B,M,A Level or Equivalent,30-40%,0-35,False,0,90,17.0,,,,Withdrawn
555609,FFF,2013B,M,Lower Than A Level,20-30%,35-55,False,0,60,215.0,,66.0,,Withdrawn
555619,FFF,2013B,M,HE Qualification,80-90%,0-35,False,0,60,272.0,,60.0,,Fail
555653,FFF,2013B,M,Lower Than A Level,20-30%,0-35,False,0,180,56.0,,,,Withdrawn
555709,FFF,2013B,M,No Formal quals,20-30%,35-55,False,0,60,351.0,,38.0,,Withdrawn
555786,FFF,2013B,M,A Level or Equivalent,90-100%,0-35,False,0,90,227.0,73.0,66.85714285714286,,Withdrawn
556004,FFF,2013B,M,A Level or Equivalent,0-10%,35-55,False,0,120,401.0,99.25,91.2,,Fail
556022,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,60,994.0,83.71428571428571,96.6,,Pass
556121,FFF,2013B,M,Lower Than A Level,20-30%,35-55,False,0,60,338.0,,58.0,,Fail
556126,FFF,2013B,M,A Level or Equivalent,80-90%,35-55,True,0,60,287.0,78.66666666666667,69.3,,Withdrawn
556133,FFF,2013B,M,A Level or Equivalent,60-70%,0-35,False,0,60,1263.0,83.42857142857143,86.8,,Pass
556134,FFF,2013B,M,Lower Than A Level,10-20%,0-35,False,0,120,,,,,Withdrawn
556153,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,60,134.0,85.0,86.0,,Withdrawn
556203,FFF,2013B,F,Lower Than A Level,30-40%,0-35,False,0,60,,,,,Withdrawn
556210,FFF,2013B,M,Lower Than A Level,60-70%,0-35,False,0,60,1773.0,88.42857142857143,82.8,,Pass
556251,FFF,2013B,M,A Level or Equivalent,60-70%,0-35,False,0,60,392.0,61.4,81.8,60.0,Pass
556302,FFF,2013B,M,Lower Than A Level,70-80%,0-35,False,0,60,1227.0,79.57142857142857,75.0,,Pass
556351,FFF,2013B,F,Lower Than A Level,10-20%,0-35,True,0,60,505.0,66.0,39.0,,Fail
556391,FFF,2013B,M,Lower Than A Level,50-60%,0-35,True,0,60,623.0,69.14285714285714,65.4,,Pass
556404,FFF,2013B,M,A Level or Equivalent,90-100%,35-55,False,0,60,360.0,91.0,90.0,,Withdrawn
556408,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,60,88.0,,88.0,,Withdrawn
556429,FFF,2013B,M,Lower Than A Level,20-30%,0-35,False,0,60,1649.0,63.57142857142857,74.8,,Pass
556440,FFF,2013B,M,HE Qualification,50-60%,35-55,True,0,60,1028.0,88.22222222222223,72.66666666666667,,Pass
556489,FFF,2013B,M,Lower Than A Level,40-50%,35-55,False,0,60,42.0,,,,Withdrawn
556492,FFF,2013B,M,A Level or Equivalent,90-100%,0-35,False,0,90,335.0,98.55555555555556,58.625,,Withdrawn
556498,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,60,440.0,83.0,81.2,,Pass
556540,FFF,2013B,M,Lower Than A Level,80-90%,0-35,False,0,60,1774.0,91.0,79.8,,Pass
556542,FFF,2013B,M,A Level or Equivalent,Unknown,0-35,True,0,60,216.0,,49.0,,Withdrawn
556567,FFF,2013B,F,A Level or Equivalent,60-70%,0-35,False,0,60,453.0,78.57142857142857,61.8,,Pass
556659,FFF,2013B,M,Lower Than A Level,60-70%,35-55,False,0,60,1251.0,79.28571428571429,76.8,,Pass
556783,FFF,2013B,F,HE Qualification,70-80%,35-55,False,0,60,2235.0,94.42857142857143,96.2,,Distinction
556880,FFF,2013B,M,Lower Than A Level,60-70%,0-35,False,0,60,395.0,,72.0,,Fail
556911,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,True,0,120,197.0,,58.0,,Withdrawn
556924,FFF,2013B,F,A Level or Equivalent,30-40%,0-35,False,0,60,1436.0,87.85714285714286,82.0,,Pass
556927,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,60,,,,,Withdrawn
556931,FFF,2013B,M,A Level or Equivalent,50-60%,0-35,False,0,60,617.0,71.28571428571429,66.0,,Fail
556945,FFF,2013B,F,HE Qualification,80-90%,35-55,False,0,60,998.0,87.28571428571429,82.6,,Pass
556970,FFF,2013B,M,Lower Than A Level,90-100%,0-35,False,0,60,175.0,,84.0,,Fail
557053,FFF,2013B,M,Lower Than A Level,40-50%,35-55,False,0,60,1708.0,81.14285714285714,71.2,,Pass
557089,FFF,2013B,F,A Level or Equivalent,70-80%,35-55,False,0,60,25.0,,,,Withdrawn
557129,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,60,396.0,,75.0,,Fail
557177,FFF,2013B,M,Lower Than A Level,90-100%,0-35,False,0,60,403.0,73.0,51.2,,Pass
557203,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,60,121.0,,55.0,,Fail
557314,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,120,623.0,83.71428571428571,71.0,,Pass
557345,FFF,2013B,M,A Level or Equivalent,80-90%,0-35,False,0,60,1818.0,95.85714285714286,97.2,,Distinction
557388,FFF,2013B,M,Lower Than A Level,30-40%,0-35,False,0,60,1538.0,92.57142857142857,79.6,,Pass
557445,FFF,2013B,F,A Level or Equivalent,Unknown,0-35,False,0,60,1676.0,88.28571428571429,77.8,,Pass
557469,FFF,2013B,M,A Level or Equivalent,80-90%,0-35,False,0,120,68.0,84.11111111111111,76.5,,Withdrawn
557542,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,60,136.0,,72.0,,Withdrawn
557586,FFF,2013B,M,HE Qualification,Unknown,0-35,False,0,60,448.0,82.0,94.0,,Fail
557588,FFF,2013B,M,A Level or Equivalent,40-50%,0-35,False,0,90,,,,,Withdrawn
557710,FFF,2013B,F,HE Qualification,60-70%,35-55,True,0,60,2942.0,92.71428571428571,86.8,,Distinction
557735,FFF,2013B,M,Lower Than A Level,70-80%,0-35,False,0,120,464.0,81.7,77.33333333333333,,Withdrawn
557773,FFF,2013B,M,A Level or Equivalent,10-20%,35-55,False,0,60,314.0,61.0,25.666666666666668,,Withdrawn
557787,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,120,289.0,65.14285714285714,80.2,,Pass
557792,FFF,2013B,M,Lower Than A Level,50-60%,0-35,False,0,60,81.0,,61.0,,Fail
557811,FFF,2013B,M,A Level or Equivalent,0-10%,0-35,False,0,90,586.0,76.85714285714286,78.0,,Pass
557840,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,60,1314.0,72.14285714285714,91.0,,Distinction
557877,FFF,2013B,M,A Level or Equivalent,50-60%,0-35,False,0,60,486.0,73.71428571428571,60.2,,Pass
557891,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,60,863.0,87.14285714285714,80.6,,Pass
557908,FFF,2013B,F,A Level or Equivalent,10-20%,0-35,True,0,60,266.0,,80.0,,Withdrawn
558018,FFF,2013B,M,A Level or Equivalent,Unknown,35-55,False,0,60,1510.0,95.28571428571429,84.6,,Distinction
558098,FFF,2013B,M,A Level or Equivalent,50-60%,0-35,True,0,60,666.0,72.14285714285714,90.0,,Pass
558104,FFF,2013B,F,A Level or Equivalent,90-100%,0-35,False,0,60,1428.0,83.42857142857143,88.6,,Pass
558199,FFF,2013B,M,Lower Than A Level,40-50%,0-35,False,0,90,,,,,Withdrawn
558208,FFF,2013B,M,HE Qualification,90-100%,35-55,False,0,60,2486.0,93.57142857142857,85.8,,Pass
558244,FFF,2013B,M,HE Qualification,40-50%,0-35,False,0,60,245.0,70.0,91.33333333333333,,Withdrawn
558262,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,150,138.0,,59.4,,Fail
558280,FFF,2013B,M,A Level or Equivalent,60-70%,0-35,False,0,90,367.0,77.0,64.25,,Pass
558354,FFF,2013B,M,A Level or Equivalent,0-10%,0-35,True,0,120,,,,,Withdrawn
558404,FFF,2013B,M,Lower Than A Level,20-30%,0-35,False,0,120,73.0,,86.66666666666667,,Withdrawn
558489,FFF,2013B,M,Lower Than A Level,Unknown,0-35,False,0,60,358.0,73.28571428571429,54.6,,Pass
558503,FFF,2013B,M,Lower Than A Level,30-40%,0-35,False,0,60,633.0,80.85714285714286,86.2,,Pass
558558,FFF,2013B,M,HE Qualification,90-100%,35-55,False,0,60,1814.0,88.85714285714286,88.0,,Distinction
558597,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,60,1131.0,91.28571428571429,86.8,,Distinction
558628,FFF,2013B,M,Lower Than A Level,60-70%,0-35,False,0,60,2029.0,73.57142857142857,66.8,,Pass
558692,FFF,2013B,M,Lower Than A Level,10-20%,0-35,False,0,60,342.0,49.285714285714285,30.666666666666668,,Fail
558760,FFF,2013B,M,A Level or Equivalent,10-20%,0-35,False,0,90,205.0,65.42857142857143,51.8,,Pass
558770,FFF,2013B,F,Lower Than A Level,40-50%,35-55,False,0,60,791.0,81.28571428571429,70.6,,Pass
558772,FFF,2013B,F,A Level or Equivalent,40-50%,0-35,False,0,60,755.0,83.85714285714286,78.6,,Pass
558776,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,60,116.0,,81.0,,Withdrawn
558801,FFF,2013B,M,Lower Than A Level,50-60%,35-55,False,0,60,1336.0,78.57142857142857,75.6,,Pass
558807,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,60,403.0,,84.0,,Withdrawn
558851,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,60,1404.0,80.57142857142857,70.2,,Pass
558854,FFF,2013B,M,Lower Than A Level,0-10%,0-35,False,0,60,273.0,,80.0,,Fail
558907,FFF,2013B,F,A Level or Equivalent,40-50%,0-35,False,0,60,1013.0,87.57142857142857,91.0,,Pass
558915,FFF,2013B,M,A Level or Equivalent,40-50%,0-35,True,0,120,1097.0,79.71428571428571,94.2,,Pass
558957,FFF,2013B,M,Lower Than A Level,10-20%,0-35,False,0,60,,,,,Withdrawn
558963,FFF,2013B,M,Lower Than A Level,30-40%,0-35,False,0,60,512.0,79.28571428571429,73.0,,Pass
559004,FFF,2013B,M,A Level or Equivalent,20-30%,0-35,False,0,60,877.0,79.85714285714286,84.2,,Distinction
559019,FFF,2013B,M,Lower Than A Level,30-40%,0-35,False,0,120,7.0,,,,Withdrawn
559058,FFF,2013B,M,Lower Than A Level,70-80%,0-35,False,0,60,1186.0,81.71428571428571,75.4,,Pass
559062,FFF,2013B,M,Lower Than A Level,70-80%,35-55,False,0,60,113.0,54.0,54.0,,Fail
559155,FFF,2013B,M,HE Qualification,20-30%,35-55,False,0,60,1579.0,100.0,91.8,,Pass
559325,FFF,2013B,M,Lower Than A Level,Unknown,0-35,False,0,60,1413.0,91.28571428571429,93.6,,Distinction
559335,FFF,2013B,M,HE Qualification,Unknown,0-35,False,0,60,708.0,79.57142857142857,89.8,,Pass
559397,FFF,2013B,M,Lower Than A Level,70-80%,0-35,False,0,60,223.0,78.0,67.0,,Fail
559405,FFF,2013B,M,Lower Than A Level,Unknown,35-55,False,0,60,386.0,84.25,87.33333333333333,,Fail
559423,FFF,2013B,M,A Level or Equivalent,60-70%,35-55,False,0,60,1665.0,94.14285714285714,97.6,,Distinction
559440,FFF,2013B,M,HE Qualification,70-80%,0-35,False,0,60,483.0,73.14285714285714,71.8,,Pass
559449,FFF,2013B,M,Post Graduate Qualification,Unknown,0-35,False,0,60,236.0,,86.0,,Withdrawn
559451,FFF,2013B,F,A Level or Equivalent,Unknown,35-55,False,0,60,348.0,,70.0,,Fail
559454,FFF,2013B,M,Lower Than A Level,30-40%,0-35,False,0,60,836.0,69.42857142857143,91.0,,Pass
559496,FFF,2013B,M,Lower Than A Level,Unknown,0-35,False,0,60,156.0,,63.0,,Withdrawn
559589,FFF,2013B,M,A Level or Equivalent,70-80%,0-35,False,0,60,823.0,70.28571428571429,76.6,,Pass
559594,FFF,2013B,M,Lower Than A Level,60-70%,0-35,False,0,60,1006.0,87.28571428571429,83.4,,Pass
559609,FFF,2013B,M,A Level or Equivalent,90-100%,0-35,False,0,60,583.0,80.71428571428571,86.6,,Pass
559642,FFF,2013B,M,HE Qualification,30-40%,0-35,False,0,60,532.0,86.85714285714286,89.0,,Pass
559656,FFF,2013B,M,Lower Than A Level,20-30%,0-35,False,0,90,30.0,,,,Withdrawn
559688,FFF,2013B,M,A Level or Equivalent,50-60%,35-55,False,0,60,89.0,,82.0,,Fail
559760,FFF,2013B,M,Lower Than A Level,60-70%,35-55,False,0,60,1367.0,92.71428571428571,83.8,,Pass
